Hard Target,6,4
The Bourne Supremacy,6,3
Pleasantville,6,2
The Searchers,6,4
Ken Park,6,3
My Best Friend's Wedding,6,4
Run Lola Run,7,3
Three Colors: Red,7,5
Donnie Darko,7,4
To Be or Not to Be,7,2
Dead Poets Society,7,3
The 39 Steps,7,5
Batman Begins,7,3
Jurassic Park,7,3
Eyes Wide Shut,7,3
Batman Returns,7,3
Rain Man,7,4
Reservoir Dogs,7,3
Terminator Salvation,7,4
Psycho,7,3
The Poseidon Adventure,7,4
Silent Hill,7,4
The Hours,7,4
The Conversation,7,3
The Terminal,7,4
To Kill a Mockingbird,7,3
Harry Potter and the Philosopher's Stone,7,4
The Living Daylights,7,3
The Sixth Sense,7,5
The Passion of Joan of Arc,7,3
Almost Famous,7,2
Arlington Road,7,3
Dreamgirls,7,3
The Dreamers,7,3
Rocky III,7,3
Blood Diamond,7,3
Rocky IV,7,4
Rocky V,7,3
Cutthroat Island,7,1
Three Colors: Red,8,4
The 39 Steps,8,3
Terminator 3: Rise of the Machines,8,4
Sissi,8,4
Casino,8,2
Once Were Warriors,8,5
Interview with the Vampire,8,4
Rosemary's Baby,8,3
Sleepless in Seattle,8,5
Notes on a Scandal,8,4
Bridge to Terabithia,8,3
Parenthood,8,3
Fahrenheit 9/11,8,5
My Name Is Bruce,8,5
Say Anything...,8,4
The Last Castle,8,3
The Bourne Supremacy,8,5
American Pie 2,8,2
The Chronicles of Riddick: Dark Fury,8,4
A Very Long Engagement,8,3
License to Wed,8,4
Beetlejuice,8,4
Boogie Nights,8,3
Wayne's World 2,8,4
My Best Friend's Wedding,8,3
The Green Mile,9,4
Once Were Warriors,9,5
Terminator Salvation,9,5
Men in Black II,9,5
The Hidden Fortress,9,5
Thelma & Louise,9,2
School of Rock,9,4
Say Anything...,9,4
Kiss of the Dragon,9,4
The Golden Compass,9,3
Jacob's Ladder,9,4
Jay and Silent Bob Strike Back,9,2
The Bourne Identity,9,4
Spanglish,9,2
Star Trek: The Motion Picture,10,4
Eyes Wide Shut,10,4
The Conversation,10,3
Point Break,10,3
Teenage Mutant Ninja Turtles III,10,3
Hostel,10,3
Marie Antoinette,10,2
Twin Peaks: Fire Walk with Me,10,5
The Breakfast Club,10,3
Spanglish,10,4
A Very Long Engagement,10,4
The Addams Family,10,2
Million Dollar Baby,11,1
Predator 2,11,3
Terminator 3: Rise of the Machines,11,5
Dawn of the Dead,11,5
Cutthroat Island,11,5
Live and Let Die,12,3
Men in Black II,12,2
Harry Potter and the Prisoner of Azkaban,12,1
Rocky IV,12,1
Speed 2: Cruise Control,12,2
The House of the Spirits,12,2
Reign Over Me,12,2
Sleepy Hollow,12,2
License to Wed,12,4
Battle Royale,12,3
Beavis and Butt-Head Do America,12,2
Three Colors: Red,13,4
Underworld,13,4
Terminator 3: Rise of the Machines,13,3
Casino,13,3
Once Were Warriors,13,4
The Wrong Trousers,13,4
Big Fish,13,3
The Hours,13,4
The Great Dictator,13,4
Notes on a Scandal,13,4
Bridge to Terabithia,13,2
My Name Is Bruce,13,4
Reign Over Me,13,4
The Searchers,13,3
The Terminal,14,1
Reign Over Me,14,2
The Searchers,14,4
Barry Lyndon,14,5
Four Rooms,15,4
Star Wars,15,2
American Beauty,15,2
Dancer in the Dark,15,3
Metropolis,15,1
Pirates of the Caribbean: The Curse of the Black Pearl,15,2
Jarhead,15,3
2001: A Space Odyssey,15,2
Miami Vice,15,5
Armageddon,15,1
Leon: The Professional,15,4
Run Lola Run,15,1
Snatch,15,2
Three Colors: Red,15,3
Scarface,15,5
The Lord of the Rings,15,4
Breaking the Waves,15,3
Akira,15,5
48 Hrs.,15,3
Lost in Translation,15,1
Star Trek III: The Search for Spock,15,2
Ocean's Eleven,15,3
Edward Scissorhands,15,4
Ocean's Twelve,15,2
Breakfast at Tiffany's,15,4
Back to the Future Part II,15,3
28 Days Later,15,2
Star Trek V: The Final Frontier,15,1
The Big Blue,15,4
Saw,15,4
Minority Report,15,3
A Clockwork Orange,15,2
Star Trek: Generations,15,1
Back to the Future Part III,15,2
To Be or Not to Be,15,1
Saw III,15,2
Saw II,15,4
Rebecca,15,4
Syriana,15,3
Rumble Fish,15,4
Stand by Me,15,4
Zatoichi,15,5
The Killing,15,2
Willy Wonka & the Chocolate Factory,15,2
Live and Let Die,15,2
The 39 Steps,15,5
High Noon,15,2
A River Runs Through It,15,5
Terminator 3: Rise of the Machines,15,5
The Science of Sleep,15,4
Beverly Hills Cop III,15,5
Rome Open City,15,4
Broken Flowers,15,4
Mystic River,15,2
Jurassic Park,15,1
Once Upon a Time in the West,15,2
Night on Earth,15,2
Batman Returns,15,4
Rain Man,15,4
The Good the Bad and the Ugly,15,1
Cube,15,4
The Day After Tomorrow,15,1
Aliens vs Predator: Requiem,15,2
Romeo + Juliet,15,3
Sissi,15,5
Wild at Heart,15,1
Reservoir Dogs,15,3
Love Actually,15,1
Notting Hill,15,2
Casino,15,2
Once Were Warriors,15,4
Flashdance,15,3
Psycho,15,2
The Poseidon Adventure,15,2
Die Hard,15,3
The Man Who Knew Too Much,15,3
Wag the Dog,15,2
Big Fish,15,1
The Hours,15,3
The Conversation,15,4
The Terminal,15,2
Titanic,15,2
Men in Black II,15,5
Interview with the Vampire,15,2
Final Fantasy VII: Advent Children,15,1
Saw IV,15,2
Ben-Hur,15,3
Harry Potter and the Goblet of Fire,15,3
Pulp Fiction,15,2
The Living Daylights,15,3
The Sixth Sense,15,3
Monty Python and the Holy Grail,15,2
The Passion of Joan of Arc,15,2
Mrs. Doubtfire,15,1
Lolita,15,1
Roman Holiday,15,3
M,15,1
Brief Encounter,15,4
Sleepless in Seattle,15,5
Finding Neverland,15,4
Cool Hand Luke,15,5
The Big Sleep,15,2
The Thomas Crown Affair,15,4
The Great Dictator,15,1
Bullitt,15,1
Cars,15,3
Dead Man,15,1
Dawn of the Dead,15,5
Galaxy Quest,15,3
Don't Look Now,15,1
Madagascar,15,3
Straw Dogs,15,4
The Hidden Fortress,15,1
Arlington Road,15,3
Whale Rider,15,2
Point Break,15,4
The Third Man,15,2
The Talented Mr. Ripley,15,3
Rocky Balboa,15,1
The Good Shepherd,15,5
Hannibal Rising,15,3
Hollywoodland,15,3
Ghost Rider,15,4
Letters from Iwo Jima,15,3
Don't Worry I'm Fine,15,3
Notes on a Scandal,15,3
Stranger Than Fiction,15,1
Bridge to Terabithia,15,4
Street Kings,15,4
Meet the Robinsons,15,5
Sunshine,15,3
3-Iron,15,3
Bean,15,1
Rambo III,15,3
Mirror,15,4
La Vie en Rose,15,5
Imagine Me & You,15,1
Parenthood,15,1
28 Weeks Later,15,1
Die Hard 2,15,4
Rope,15,4
School of Rock,15,4
Meet the Parents,15,2
The Island,15,4
Speed 2: Cruise Control,15,4
The Vanishing,15,1
A Time to Kill,15,3
Bill & Ted's Bogus Journey,15,2
The Motorcycle Diaries,15,3
Hostel,15,1
Re-Animator,15,3
Captain Corelli's Mandolin,15,3
The Forbidden Kingdom,15,1
Fahrenheit 9/11,15,2
Stuck on You,15,3
Elephant,15,1
2 Days in Paris,15,4
Malcolm X,15,4
Star Wars: Episode III - Revenge of the Sith,15,2
Memoirs of a Geisha,15,3
Don Juan DeMarco,15,2
Sweet November,15,4
Twin Peaks: Fire Walk with Me,15,4
Nell,15,4
The Butterfly Effect,15,3
The Elephant Man,15,4
My Name Is Bruce,15,3
Fools Rush In,15,4
Two Brothers,15,5
Aguirre: The Wrath of God,15,3
Sister Act,15,4
Persepolis,15,3
The Wedding Planner,15,2
Hard Target,15,4
Say Anything...,15,3
Mr. Holland's Opus,15,2
Addicted to Love,15,2
While You Were Sleeping,15,4
The Last Castle,15,2
American Pie,15,4
The Breakfast Club,15,4
Color of Night,15,2
The Perfect Storm,15,3
Kiss of the Dragon,15,3
Fantastic Voyage,15,3
The Golden Compass,15,1
Day Watch,15,2
Closer,15,3
Cold Mountain,15,4
Jacob's Ladder,15,3
Jay and Silent Bob Strike Back,15,2
Prime,15,3
Taxi 3,15,3
Reign Over Me,15,2
Saving Grace,15,2
Asterix at the Olympic Games,15,5
The Bourne Identity,15,3
The Bourne Supremacy,15,5
Spanglish,15,2
Short Circuit,15,1
The Great Outdoors,15,1
Heathers,15,4
Pleasantville,15,2
Ringu,15,4
The Adventures of Priscilla Queen of the Desert,15,1
An American in Paris,15,2
American Pie 2,15,4
The Chronicles of Riddick: Dark Fury,15,4
A Very Long Engagement,15,2
The First Wives Club,15,4
License to Wed,15,5
Hairspray,15,2
Modern Times,15,3
Mr. Smith Goes to Washington,15,5
The Searchers,15,1
Barry Lyndon,15,4
Battle Royale,15,2
88 Minutes,15,2
Under Siege 2: Dark Territory,15,3
U-571,15,4
Girl with a Pearl Earring,15,3
No Reservations,15,3
Flags of Our Fathers,15,4
What Women Want,15,1
Team America: World Police,15,3
Beetlejuice,15,1
Revolutionary Road,15,1
Scream,15,3
Scary Movie,15,1
Shall We Dance?,15,2
Hot Fuzz,15,1
The Guardian,15,3
Southland Tales,15,3
The Gendarme of St. Tropez,15,3
Ghost Dog: The Way of the Samurai,15,3
The Legend of Bagger Vance,15,1
Boogie Nights,15,1
The Chorus,15,1
A Bridge Too Far,15,4
The Woman in Red,15,3
Romeo and Juliet,15,1
Murder by Death,15,3
MouseHunt,15,1
The Shipping News,15,3
The Orphanage,15,2
Idle Hands,15,1
Sabrina,15,1
Love and Other Disasters,15,4
The Village,15,1
The 40 Year Old Virgin,15,4
The Wedding Date,15,2
Big Trouble in Little China,15,2
Ken Park,15,3
Brothers,15,1
xXx,15,3
Open Season,15,4
Highlander: The Final Dimension,15,2
Manitou's Shoe,15,2
The Happening,15,2
K-19: The Widowmaker,15,3
My Best Friend's Wedding,15,2
Deep Blue Sea,15,4
Bad Boys II,15,2
The War of the Worlds,15,2
Disclosure,15,2
Horrible Bosses,15,5
EVA,15,1
This Is 40,15,5
Once Were Warriors,16,4
The Motorcycle Diaries,16,5
My Name Is Bruce,16,3
Spanglish,16,4
Boogie Nights,16,4
Jarhead,17,4
Scarface,17,5
28 Days Later,17,4
Star Trek V: The Final Frontier,17,3
A Clockwork Orange,17,3
Amelie,17,4
To Be or Not to Be,17,5
Rebecca,17,2
Stand by Me,17,5
The Killing,17,2
The 39 Steps,17,3
High Noon,17,2
A River Runs Through It,17,4
Terminator 3: Rise of the Machines,17,5
Rome Open City,17,3
Alien,17,3
Cube,17,4
Being John Malkovich,17,5
Once Were Warriors,17,4
The Hours,17,3
Men in Black II,17,3
Pulp Fiction,17,4
Tomorrow Never Dies,17,4
Sleepless in Seattle,17,5
Finding Neverland,17,4
Cool Hand Luke,17,5
The Big Sleep,17,3
The Thomas Crown Affair,17,5
Dead Man,17,5
Dawn of the Dead,17,4
Gremlins 2: The New Batch,17,4
Don't Look Now,17,4
Lethal Weapon 2,17,3
Point Break,17,5
The Third Man,17,4
The Talented Mr. Ripley,17,5
The Remains of the Day,17,4
Rocky Balboa,17,5
Hannibal Rising,17,5
Hollywoodland,17,2
Letters from Iwo Jima,17,3
The Host,17,2
Bridge to Terabithia,17,4
Meet the Robinsons,17,5
Mirror,17,3
Rope,17,2
Meet the Parents,17,2
A Time to Kill,17,3
The Motorcycle Diaries,17,5
The Forbidden Kingdom,17,2
The Rules of Attraction,17,3
Sweet November,17,5
Twin Peaks: Fire Walk with Me,17,3
Two Brothers,17,4
Persepolis,17,4
Hidalgo,17,4
Say Anything...,17,3
Mission to Mars,17,4
Wasabi,17,3
Sophie Scholl: The Final Days,17,4
L.A. Confidential,17,4
The Bourne Supremacy,17,1
Spanglish,17,2
Pleasantville,17,3
The Chronicles of Riddick: Dark Fury,17,2
License to Wed,17,5
2010,17,5
A Tale of Two Sisters,17,4
Boogie Nights,17,3
Severance,17,2
Sky Captain and the World of Tomorrow,17,4
Charlie Wilson's War,17,4
Ken Park,17,4
Brothers,17,1
Ronin,17,3
K-19: The Widowmaker,17,3
My Best Friend's Wedding,17,3
Deep Blue Sea,17,4
Four Rooms,18,3
American Beauty,18,2
The Fifth Element,18,3
Jarhead,18,5
2001: A Space Odyssey,18,4
War of the Worlds,18,2
Before Sunrise,18,3
Hero,18,2
Nausicaa of the Valley of the Wind,18,3
Raiders of the Lost Ark,18,4
Armageddon,18,3
Lock Stock and Two Smoking Barrels,18,4
Bad Education,18,3
Donnie Darko,18,4
The 39 Steps,18,3
Men in Black II,18,4
Interview with the Vampire,18,4
Catch Me If You Can,18,3
Nosferatu,18,4
A View to a Kill,18,3
The Living Daylights,18,4
Monty Python and the Holy Grail,18,1
Evil Dead II,18,2
The Passion of Joan of Arc,18,3
Almost Famous,18,4
Mrs. Doubtfire,18,3
Lolita,18,4
Rosemary's Baby,18,4
Austin Powers in Goldmember,18,3
M,18,3
Krull,18,4
Star Wars,19,3
American Beauty,19,5
Dancer in the Dark,19,5
Pirates of the Caribbean: The Curse of the Black Pearl,19,3
Jarhead,19,3
The Simpsons Movie,19,3
Pirates of the Caribbean: Dead Man's Chest,19,3
Twelve Monkeys,19,3
Talk to Her,19,2
Million Dollar Baby,19,4
War of the Worlds,19,3
Indiana Jones and the Last Crusade,19,3
Armageddon,19,3
Tron,19,4
Leon: The Professional,19,3
Back to the Future,19,3
Three Colors: Red,19,3
Scarface,19,5
The Lord of the Rings: The Return of the King,19,3
Donnie Darko,19,3
Breaking the Waves,19,4
48 Hrs.,19,3
Lost in Translation,19,3
Star Trek II: The Wrath of Khan,19,4
Edward Scissorhands,19,5
Back to the Future Part II,19,3
The Party,19,2
Star Trek V: The Final Frontier,19,1
Saw,19,4
The Fisher King,19,2
The Interpreter,19,2
Minority Report,19,3
Amelie,19,4
Back to the Future Part III,19,3
To Be or Not to Be,19,3
Saw II,19,3
Rebecca,19,4
Bride of Frankenstein,19,4
Syriana,19,3
Stand by Me,19,3
Zatoichi,19,4
The Killing,19,4
The War of the Roses,19,3
Live and Let Die,19,3
The 39 Steps,19,4
Cat on a Hot Tin Roof,19,4
The King of Comedy,19,5
Contempt,19,1
Breathless,19,3
Strange Days,19,3
High Noon,19,5
A River Runs Through It,19,4
Terminator 3: Rise of the Machines,19,5
The Science of Sleep,19,3
Beverly Hills Cop III,19,5
Rome Open City,19,5
Broken Flowers,19,5
Snakes on a Plane,19,5
Jurassic Park,19,3
Inspector Gadget,19,3
Magnolia,19,4
Night on Earth,19,4
Everything is Illuminated,19,3
Eyes Wide Shut,19,3
Seven Samurai,19,3
Alien,19,4
The Devil Wears Prada,19,3
Batman Returns,19,3
Miller's Crossing,19,3
Rain Man,19,3
The Pianist,19,3
The Good the Bad and the Ugly,19,4
Cube,19,4
Aliens vs Predator: Requiem,19,3
Cache,19,3
Leaving Las Vegas,19,3
Romeo + Juliet,19,3
Sissi,19,4
My Own Private Idaho,19,4
Bonnie and Clyde,19,3
Shaft,19,2
Reservoir Dogs,19,3
Grizzly Man,19,5
Monster,19,3
Killing Zoe,19,3
Love Actually,19,3
Notting Hill,19,4
Ed Wood,19,3
Once Were Warriors,19,4
The Wrong Trousers,19,5
Terminator Salvation,19,5
Flashdance,19,4
The Horse Whisperer,19,4
Fight Club,19,3
The Poseidon Adventure,19,4
Die Hard,19,3
Jaws: The Revenge,19,1
Wag the Dog,19,3
Silent Hill,19,3
The Hours,19,3
The Conversation,19,4
The Terminal,19,4
To Kill a Mockingbird,19,5
The Grapes of Wrath,19,5
Titanic,19,3
Sunset Boulevard,19,4
Men in Black II,19,5
Munich,19,3
Interview with the Vampire,19,3
Nosferatu,19,3
La Jetee,19,3
Saw IV,19,4
Harry Potter and the Goblet of Fire,19,4
Annie Hall,19,3
The Passion of Joan of Arc,19,3
Almost Famous,19,3
Mrs. Doubtfire,19,3
Lolita,19,3
Rosemary's Baby,19,3
Sleepless in Seattle,19,5
All the President's Men,19,3
The City of Lost Children,19,3
Cool Hand Luke,19,4
The Thomas Crown Affair,19,5
The Great Dictator,19,3
Bullitt,19,5
Cars,19,4
Dawn of the Dead,19,5
Gremlins 2: The New Batch,19,5
Don't Look Now,19,3
The Lady Vanishes,19,4
Ice Age: The Meltdown,19,4
Kindergarten Cop,19,5
Madagascar,19,5
Mission: Impossible,19,4
Mission: Impossible II,19,4
The Magnificent Seven,19,4
Dog Day Afternoon,19,5
Adam's Apples,19,4
Arlington Road,19,4
Whale Rider,19,3
Point Break,19,4
The Thirteenth Floor,19,4
The Third Man,19,1
Escape from New York,19,4
The Prestige,19,3
The Talented Mr. Ripley,19,5
Rocky Balboa,19,3
The Good Shepherd,19,3
Hannibal Rising,19,4
Hollywoodland,19,4
Ghost Rider,19,4
Don't Worry I'm Fine,19,5
Because I Said So,19,5
Notes on a Scandal,19,3
Stranger Than Fiction,19,4
Bridge to Terabithia,19,4
Street Kings,19,4
Meet the Robinsons,19,4
Mr. Bean's Holiday,19,3
300,19,3
Sunshine,19,3
The Dreamers,19,4
Rambo III,19,4
Rocky III,19,4
Blood Diamond,19,2
Rocky IV,19,3
Rocky V,19,4
Shortbus,19,2
The Fountain,19,3
Me and You and Everyone We Know,19,1
Out of Sight,19,1
Y Tu Mama Tambien,19,2
Mirror,19,3
Cutthroat Island,19,3
The Contract,19,3
Hard Target,19,3
Gothika,19,4
Snatch,20,3
Three Colors: Red,20,2
48 Hrs.,20,3
Lost in Translation,20,4
Dead Poets Society,20,2
Syriana,20,1
The 39 Steps,20,1
Batman Returns,20,3
Rain Man,20,4
Sissi,20,4
The Green Mile,20,5
Reservoir Dogs,20,3
Once Were Warriors,20,2
Silent Hill,20,3
The Hours,20,2
The Conversation,20,4
To Kill a Mockingbird,20,4
Titanic,20,4
Men in Black II,20,2
Harry Potter and the Philosopher's Stone,20,4
The Sixth Sense,20,5
The Passion of Joan of Arc,20,5
Sleepless in Seattle,20,2
Escape from New York,20,4
The Good Shepherd,20,1
Shortbus,20,3
The Contract,20,2
Rope,20,5
The Beach,20,4
The Diving Bell and the Butterfly,20,3
Armageddon,21,3
Back to the Future Part III,21,3
The 39 Steps,21,3
Contempt,21,3
High Noon,21,3
Terminator 3: Rise of the Machines,21,3
Jurassic Park,21,3
Miller's Crossing,21,3
Rain Man,21,3
Kill Bill: Vol. 2,21,3
Sissi,21,3
Notting Hill,21,4
Once Were Warriors,21,5
The Poseidon Adventure,21,3
Dogville,21,3
Wag the Dog,21,3
The Hours,21,4
The Conversation,21,3
The Terminal,21,3
To Kill a Mockingbird,21,3
Titanic,21,3
The Passion of Joan of Arc,21,3
Krull,21,3
Sleepless in Seattle,21,4
The Big Sleep,21,3
The Thomas Crown Affair,21,4
The Great Dictator,21,5
Cars,21,4
Cinderella Man,21,4
Dawn of the Dead,21,5
Madagascar,21,5
Mission: Impossible,21,4
Whale Rider,21,2
Point Break,21,3
The Thirteenth Floor,21,4
Escape from New York,21,3
The Prestige,21,4
Dreamgirls,21,4
Rocky Balboa,21,4
Ghost Rider,21,4
Don't Worry I'm Fine,21,5
Notes on a Scandal,21,4
Bridge to Terabithia,21,3
Street Kings,21,3
Bean,21,4
Rambo III,21,3
Rocky III,21,3
Blood Diamond,21,3
Rocky IV,21,4
Rocky V,21,3
Perfume: The Story of a Murderer,21,3
Million Dollar Baby,22,3
Lost in Translation,22,3
Knockin' on Heaven's Door,22,1
Ocean's Twelve,22,4
20000 Leagues Under the Sea,22,1
Syriana,22,2
Stand by Me,22,2
Live and Let Die,22,4
The 39 Steps,22,4
Terminator 3: Rise of the Machines,22,5
Sissi,22,4
The Poseidon Adventure,22,5
Wag the Dog,22,1
Silent Hill,22,2
The Conversation,22,4
Sleepless in Seattle,22,4
Point Break,22,4
The Host,22,4
Rocky III,22,2
Blood Diamond,22,4
Rocky IV,22,3
Rocky V,22,4
Y Tu Mama Tambien,22,3
Imagine Me & You,22,3
Rope,22,4
Forces of Nature,22,2
A Time to Kill,22,2
Captain Corelli's Mandolin,22,3
Don Juan DeMarco,22,3
Twin Peaks: Fire Walk with Me,22,2
Two Brothers,22,3
Persepolis,22,3
Hidalgo,22,3
Closer,22,4
Jacob's Ladder,22,4
The Bourne Supremacy,22,1
Short Circuit,22,2
Uncle Buck,22,2
The Great Outdoors,22,2
Pleasantville,22,2
License to Wed,22,4
Modern Times,22,3
Battle Royale,22,2
Beetlejuice,22,4
Black Rain,22,4
The Guardian,22,2
Bad Boys II,22,3
Star Wars,23,3
Dancer in the Dark,23,4
Metropolis,23,2
Kill Bill: Vol. 1,23,3
Pirates of the Caribbean: Dead Man's Chest,23,3
2001: A Space Odyssey,23,4
Indiana Jones and the Last Crusade,23,4
Run Lola Run,23,3
Three Colors: Red,23,3
Scarface,23,5
48 Hrs.,23,3
Lost in Translation,23,3
Star Trek II: The Wrath of Khan,23,4
Star Trek V: The Final Frontier,23,2
A Clockwork Orange,23,3
Stand by Me,23,4
Muriel's Wedding,23,4
Zatoichi,23,4
The Killing,23,4
Willy Wonka & the Chocolate Factory,23,4
Live and Let Die,23,3
The 39 Steps,23,4
The King of Comedy,23,4
A River Runs Through It,23,4
Terminator 3: Rise of the Machines,23,4
The Science of Sleep,23,4
Beverly Hills Cop III,23,3
Rome Open City,23,2
True Romance,23,4
Eyes Wide Shut,23,4
Rain Man,23,4
Ice Age,23,3
Cube,23,3
Sissi,23,3
Being John Malkovich,23,4
The Green Mile,23,4
Love Actually,23,4
Notting Hill,23,4
Once Were Warriors,23,3
A Close Shave,23,3
Flashdance,23,4
Psycho,23,2
Wag the Dog,23,3
Silent Hill,23,4
The Hours,23,2
The Conversation,23,3
To Kill a Mockingbird,23,4
Titanic,23,3
The Matrix Revolutions,23,4
Men in Black II,23,4
Nosferatu,23,2
On Her Majesty's Secret Service,23,4
The Sixth Sense,23,4
The Passion of Joan of Arc,23,3
Mrs. Doubtfire,23,2
Lolita,23,3
Rosemary's Baby,23,3
Dune,23,4
Sleepless in Seattle,23,5
Bringing Up Baby,23,2
Cool Hand Luke,23,3
The Big Sleep,23,4
The Thomas Crown Affair,23,4
The Great Dictator,23,3
Cars,23,3
Dead Man,23,4
Dawn of the Dead,23,5
Galaxy Quest,23,4
Gremlins 2: The New Batch,23,4
Don't Look Now,23,4
Lethal Weapon 2,23,4
Heat,23,3
Madagascar,23,4
Mission: Impossible,23,5
Mission: Impossible II,23,3
The Hidden Fortress,23,4
Point Break,23,3
The Thirteenth Floor,23,4
Escape from New York,23,4
The Talented Mr. Ripley,23,5
Rocky Balboa,23,4
The Good Shepherd,23,4
Hannibal Rising,23,4
Ghost Rider,23,4
Letters from Iwo Jima,23,5
Don't Worry I'm Fine,23,3
Stranger Than Fiction,23,4
Bridge to Terabithia,23,4
Street Kings,23,3
Meet the Robinsons,23,5
Sunshine,23,2
3-Iron,23,5
Bean,23,3
Y Tu Mama Tambien,23,3
Cutthroat Island,23,3
Teenage Mutant Ninja Turtles III,23,1
Imagine Me & You,23,2
Parenthood,23,3
28 Weeks Later,23,1
Rope,23,3
School of Rock,23,4
Captain Corelli's Mandolin,23,3
The Mummy: Tomb of the Dragon Emperor,23,4
Stuck on You,23,3
Traffic,23,3
The Beach,23,3
Hulk,23,3
Nell,23,4
eXistenZ,23,4
An Unfinished Life,23,4
Zodiac,23,3
The Butterfly Effect,23,3
The Elephant Man,23,4
Enough,23,3
8 Women,23,3
My Name Is Bruce,23,4
Two Brothers,23,3
Persepolis,23,4
Hard Target,23,4
Mr. Deeds,23,4
Hidalgo,23,3
Say Anything...,23,4
Mission to Mars,23,2
The Glass House,23,5
Cold Mountain,23,4
Jacob's Ladder,23,4
Prime,23,3
Taxi 3,23,2
Saving Grace,23,3
The Bourne Identity,23,4
